lane_count,speed_limit_kmph,blackspot_score,latitude,longitude,day_of_week,hour_of_day,vehicle_count_per_hr,avg_speed_kmph,green_duration_s,red_duration_s,yellow_duration_s,cycle_time_s,violations_count,veh_count_at_accident,accident_occurred,vehicles_involved
2.0,47.0,0.318,17.314579,78.567384,3.0,11.0,1103.0,5.0,78.0,50.5,3.5,118.375,2.5,1103.0,False,3.0
2.0,47.0,0.318,17.314579,78.567384,3.0,12.0,226.0,28.7,80.0,96.0,7.0,167.375,1.0,226.0,False,3.0
2.0,47.0,0.318,17.314579,78.567384,3.0,13.0,471.0,6.3,68.0,50.5,4.0,118.375,0.0,471.0,False,3.0
2.0,47.0,0.318,17.314579,78.567384,3.0,14.0,508.0,13.0,62.0,73.0,4.0,139.0,1.0,508.0,False,3.0
2.0,47.0,0.318,17.314579,78.567384,3.0,15.0,942.0,15.1,60.0,77.0,6.0,143.0,1.0,942.0,False,3.0
2.0,47.0,0.318,17.314579,78.567384,3.0,16.0,215.0,30.2,46.0,50.5,7.0,118.375,0.0,215.0,False,3.0
2.0,47.0,0.318,17.314579,78.567384,3.0,17.0,1232.0,7.3,41.0,88.0,3.5,132.0,2.5,1232.0,False,3.0
2.0,47.0,0.318,17.314579,78.567384,3.0,18.0,1782.0,5.0,51.0,102.5,5.0,167.375,2.5,1782.0,False,3.0
2.0,47.0,0.318,17.314579,78.567384,3.0,19.0,529.0,10.6,66.0,77.0,5.0,148.0,0.0,529.0,False,3.0
2.0,47.0,0.318,17.314579,78.567384,3.0,20.0,1128.0,9.2,60.0,77.0,6.0,143.0,1.0,1128.0,False,3.0
2.0,47.0,0.318,17.314579,78.567384,3.0,21.0,872.0,5.0,80.0,50.5,6.0,132.0,1.0,872.0,False,3.0
2.0,47.0,0.318,17.314579,78.567384,3.0,22.0,383.0,15.0,42.0,50.5,7.0,118.375,2.5,383.0,False,3.0
2.0,47.0,0.318,17.314579,78.567384,3.0,23.0,328.0,17.2,71.0,59.0,7.5,140.0,2.5,328.0,True,1.0
2.0,47.0,0.318,17.314579,78.567384,4.0,0.0,438.0,11.4,40.0,50.5,7.0,118.375,2.5,438.0,False,3.0
2.0,47.0,0.318,17.314579,78.567384,4.0,1.0,389.0,23.6,80.0,102.5,7.0,167.375,0.0,389.0,False,3.0
2.0,47.0,0.318,17.314579,78.567384,4.0,2.0,466.0,27.4,40.0,101.0,3.5,129.0,2.5,466.0,False,3.0
2.0,47.0,0.318,17.314579,78.567384,4.0,3.0,172.0,32.6,50.0,78.0,7.5,137.0,0.0,172.0,False,3.0
2.0,47.0,0.318,17.314579,78.567384,4.0,4.0,344.0,16.4,80.0,50.5,7.0,123.0,2.5,344.0,False,3.0
2.0,47.0,0.318,17.314579,78.567384,4.0,5.0,359.0,25.1,40.0,50.5,5.0,118.375,2.5,359.0,False,3.0
2.0,47.0,0.318,17.314579,78.567384,4.0,6.0,169.0,30.2,60.0,77.0,6.0,143.0,1.0,169.0,False,3.0
2.0,47.0,0.318,17.314579,78.567384,4.0,7.0,255.0,25.4,60.0,77.0,6.0,143.0,1.0,255.0,False,3.0
2.0,47.0,0.318,17.314579,78.567384,4.0,8.0,421.0,19.4,66.0,50.5,6.0,118.375,1.0,421.0,False,3.0
2.0,47.0,0.318,17.314579,78.567384,4.0,9.0,925.0,10.5,75.0,63.0,6.0,144.0,1.0,925.0,False,3.0
2.0,47.0,0.318,17.314579,78.567384,4.0,10.0,959.0,13.9,80.0,102.5,3.5,167.375,1.0,959.0,False,3.0
2.0,47.0,0.318,17.314579,78.567384,4.0,11.0,377.0,26.4,67.0,50.5,5.0,118.375,1.0,377.0,False,3.0
2.0,47.0,0.318,17.314579,78.567384,4.0,12.0,564.0,5.0,80.0,80.0,6.0,167.375,0.0,564.0,False,3.0
2.0,47.0,0.318,17.314579,78.567384,4.0,13.0,416.0,18.7,58.0,50.5,4.0,118.375,0.0,416.0,False,3.0
2.0,47.0,0.318,17.314579,78.567384,4.0,14.0,440.0,14.2,56.0,50.5,7.0,118.375,0.0,440.0,False,3.0
2.0,47.0,0.318,17.314579,78.567384,4.0,15.0,926.0,8.1,74.0,50.5,3.5,118.375,1.0,926.0,False,3.0
2.0,47.0,0.318,17.314579,78.567384,4.0,16.0,273.0,30.7,62.0,78.0,3.5,143.0,2.0,273.0,False,3.0
2.0,47.0,0.318,17.314579,78.567384,4.0,17.0,661.0,23.6,80.0,102.5,6.0,167.375,2.0,661.0,False,3.0
2.0,47.0,0.318,17.314579,78.567384,4.0,18.0,1059.0,9.3,50.0,64.0,3.5,118.375,2.5,1059.0,False,3.0
2.0,47.0,0.318,17.314579,78.567384,4.0,19.0,829.0,13.0,80.0,51.0,5.0,145.0,2.0,829.0,False,3.0
2.0,47.0,0.318,17.314579,78.567384,4.0,20.0,1379.0,8.5,40.0,50.5,7.5,118.375,2.0,1379.0,False,3.0
2.0,47.0,0.318,17.314579,78.567384,4.0,21.0,673.0,6.7,70.0,67.0,7.5,146.0,0.0,673.0,False,3.0
2.0,47.0,0.318,17.314579,78.567384,4.0,22.0,304.0,17.5,74.0,96.0,3.5,167.375,1.0,304.0,False,3.0
2.0,47.0,0.318,17.314579,78.567384,4.0,23.0,504.0,14.8,40.0,73.0,4.0,118.375,0.0,504.0,False,3.0
2.0,47.0,0.318,17.314579,78.567384,5.0,0.0,558.0,8.5,40.0,50.5,5.0,118.375,0.0,558.0,False,3.0
2.0,47.0,0.318,17.314579,78.567384,5.0,1.0,421.0,22.2,78.0,78.0,6.0,162.0,2.0,421.0,False,3.0
2.0,47.0,0.318,17.314579,78.567384,5.0,2.0,413.0,9.6,80.0,50.5,7.5,137.0,0.0,413.0,False,3.0
2.0,47.0,0.318,17.314579,78.567384,5.0,3.0,175.0,29.7,60.0,77.0,6.0,143.0,1.0,175.0,False,3.0
2.0,47.0,0.318,17.314579,78.567384,5.0,4.0,668.0,15.6,60.0,77.0,6.0,143.0,1.0,668.0,False,3.0
2.0,47.0,0.318,17.314579,78.567384,5.0,5.0,206.0,24.1,40.0,102.5,7.0,149.0,1.0,206.0,False,3.0
2.0,47.0,0.318,17.314579,78.567384,5.0,6.0,335.0,21.4,61.0,74.0,5.0,140.0,1.0,335.0,False,3.0
2.0,47.0,0.318,17.314579,78.567384,5.0,7.0,599.0,18.8,60.0,77.0,6.0,143.0,1.0,599.0,False,3.0
2.0,47.0,0.318,17.314579,78.567384,5.0,8.0,850.0,6.7,40.0,91.0,4.0,127.0,0.0,850.0,False,3.0
2.0,47.0,0.318,17.314579,78.567384,5.0,9.0,638.0,10.7,80.0,50.5,5.0,124.0,0.0,638.0,False,3.0
2.0,47.0,0.318,17.314579,78.567384,5.0,10.0,1297.0,5.0,69.0,63.0,7.0,139.0,0.0,1297.0,False,3.0
2.0,47.0,0.318,17.314579,78.567384,5.0,11.0,621.0,9.0,71.0,66.0,4.0,141.0,2.5,621.0,False,3.0
2.0,47.0,0.318,17.314579,78.567384,5.0,12.0,724.0,6.8,40.0,64.0,7.0,118.375,0.0,724.0,True,2.0
2.0,47.0,0.318,17.314579,78.567384,5.0,13.0,416.0,12.1,56.0,97.0,7.0,160.0,0.0,416.0,False,3.0
2.0,47.0,0.318,17.314579,78.567384,5.0,14.0,455.0,-12.0,61.0,89.0,3.5,153.0,1.0,455.0,False,3.0
2.0,47.0,0.318,17.314579,78.567384,5.0,15.0,798.0,5.0,48.0,50.5,5.0,118.375,0.0,798.0,False,3.0
2.0,47.0,0.318,17.314579,78.567384,5.0,16.0,196.0,23.6,42.0,50.5,3.5,118.375,0.0,196.0,True,3.0
2.0,47.0,0.318,17.314579,78.567384,5.0,17.0,614.0,13.3,56.0,80.0,7.0,143.0,1.0,614.0,False,3.0
2.0,47.0,0.318,17.314579,78.567384,5.0,18.0,539.0,23.6,80.0,87.0,5.0,167.375,1.0,539.0,False,3.0
2.0,47.0,0.318,17.314579,78.567384,5.0,19.0,317.0,21.4,47.0,81.0,6.0,134.0,1.0,317.0,False,3.0
2.0,47.0,0.318,17.314579,78.567384,5.0,20.0,509.0,5.6,66.0,58.0,7.0,131.0,1.0,509.0,False,3.0
2.0,47.0,0.318,17.314579,78.567384,5.0,21.0,742.0,9.1,40.0,75.0,6.0,118.375,1.0,742.0,False,3.0
2.0,47.0,0.318,17.314579,78.567384,5.0,22.0,702.0,5.5,47.0,50.5,7.5,118.375,0.0,702.0,False,3.0
2.0,47.0,0.318,17.314579,78.567384,5.0,23.0,752.0,16.2,76.0,94.0,7.5,167.375,1.0,752.0,False,3.0
2.0,47.0,0.318,17.314579,78.567384,6.0,0.0,688.0,11.4,52.0,83.0,7.5,144.0,1.0,688.0,False,3.0
2.0,47.0,0.318,17.314579,78.567384,6.0,1.0,638.0,6.5,40.0,50.5,4.0,118.375,0.0,638.0,False,3.0
2.0,47.0,0.318,17.314579,78.567384,6.0,2.0,383.0,22.6,63.0,102.5,4.0,167.375,1.0,383.0,False,3.0
2.0,47.0,0.318,17.314579,78.567384,6.0,3.0,561.0,11.6,60.0,77.0,6.0,143.0,1.0,561.0,True,1.0
2.0,47.0,0.318,17.314579,78.567384,6.0,4.0,662.0,15.3,60.0,77.0,6.0,143.0,1.0,662.0,False,3.0
2.0,47.0,0.318,17.314579,78.567384,6.0,5.0,426.0,23.4,56.0,102.5,4.0,167.375,1.0,426.0,False,3.0
2.0,47.0,0.318,17.314579,78.567384,6.0,6.0,549.0,16.8,70.0,97.0,6.0,167.375,1.0,549.0,False,3.0
2.0,47.0,0.318,17.314579,78.567384,6.0,7.0,275.0,23.3,49.0,50.5,7.0,118.375,0.0,275.0,False,3.0
2.0,47.0,0.318,17.314579,78.567384,6.0,8.0,398.0,18.6,68.0,102.5,6.0,167.375,2.0,398.0,False,3.0
2.0,47.0,0.318,17.314579,78.567384,6.0,9.0,1030.0,8.4,80.0,102.5,6.0,167.375,2.0,1030.0,False,3.0
2.0,47.0,0.318,17.314579,78.567384,6.0,10.0,857.0,5.0,52.0,102.5,7.0,167.375,1.0,857.0,False,3.0
2.0,47.0,0.318,17.314579,78.567384,6.0,11.0,1682.0,23.6,66.0,60.0,7.0,133.0,2.0,1682.0,False,3.0
2.0,47.0,0.318,17.314579,78.567384,6.0,12.0,485.0,16.3,53.0,102.5,4.0,167.0,2.5,485.0,False,3.0
2.0,47.0,0.318,17.314579,78.567384,6.0,13.0,729.0,16.9,60.0,77.0,6.0,143.0,1.0,729.0,False,3.0
2.0,47.0,0.318,17.314579,78.567384,6.0,14.0,446.0,16.0,67.0,50.5,5.0,118.375,1.0,446.0,False,3.0
2.0,47.0,0.318,17.314579,78.567384,6.0,15.0,745.0,20.8,69.0,77.0,4.0,150.0,2.0,745.0,False,3.0
2.0,47.0,0.318,17.314579,78.567384,6.0,16.0,724.0,20.1,79.0,62.0,6.0,147.0,0.0,724.0,False,3.0
2.0,47.0,0.318,17.314579,78.567384,6.0,17.0,338.0,34.2,60.0,77.0,6.0,143.0,1.0,338.0,False,3.0
2.0,47.0,0.318,17.314579,78.567384,6.0,18.0,609.0,8.5,40.0,92.0,3.5,134.0,2.0,609.0,False,3.0
2.0,47.0,0.318,17.314579,78.567384,6.0,19.0,649.0,16.0,53.0,102.5,7.0,164.0,0.0,649.0,False,3.0
2.0,47.0,0.318,17.314579,78.567384,6.0,20.0,397.0,-5.0,40.0,102.5,3.5,148.0,0.0,397.0,False,3.0
2.0,47.0,0.318,17.314579,78.567384,6.0,21.0,1404.0,5.0,75.0,86.0,6.0,167.0,2.5,1404.0,False,3.0
2.0,47.0,0.318,17.314579,78.567384,6.0,22.0,177.0,26.0,40.0,50.5,7.5,118.375,0.0,177.0,True,2.0
2.0,47.0,0.318,17.314579,78.567384,6.0,23.0,371.0,27.1,60.0,89.0,7.0,156.0,2.0,371.0,False,3.0
2.0,47.0,0.318,17.314579,78.567384,0.0,0.0,274.0,20.8,70.0,63.0,6.0,139.0,2.5,274.0,False,3.0
2.0,47.0,0.318,17.314579,78.567384,0.0,1.0,654.0,5.0,43.0,50.5,7.5,118.375,2.0,654.0,False,3.0
2.0,47.0,0.318,17.314579,78.567384,0.0,2.0,698.0,23.6,63.0,50.5,7.5,118.375,0.0,698.0,False,3.0
2.0,47.0,0.318,17.314579,78.567384,0.0,3.0,399.0,8.0,60.0,77.0,6.0,143.0,1.0,399.0,True,2.0
2.0,47.0,0.318,17.314579,78.567384,0.0,4.0,799.0,7.2,71.0,50.5,7.5,118.375,1.0,799.0,False,3.0
2.0,47.0,0.318,17.314579,78.567384,0.0,5.0,409.0,26.1,59.0,73.0,5.0,137.0,0.0,409.0,False,3.0
2.0,47.0,0.318,17.314579,78.567384,0.0,6.0,548.0,14.2,53.0,92.0,4.0,149.0,1.0,548.0,False,3.0
2.0,47.0,0.318,17.314579,78.567384,0.0,7.0,382.0,13.0,60.0,77.0,6.0,143.0,1.0,382.0,False,3.0
2.0,47.0,0.318,17.314579,78.567384,0.0,8.0,657.0,19.1,67.0,102.5,4.0,167.375,0.0,657.0,False,3.0
2.0,47.0,0.318,17.314579,78.567384,0.0,9.0,1905.0,5.0,40.0,63.0,5.0,118.375,0.0,1905.0,False,3.0
2.0,47.0,0.318,17.314579,78.567384,0.0,10.0,1075.0,7.8,60.0,77.0,6.0,143.0,1.0,1075.0,False,3.0
2.0,47.0,0.318,17.314579,78.567384,0.0,11.0,1128.0,7.1,80.0,50.5,6.0,121.0,2.0,1128.0,False,3.0
2.0,47.0,0.318,17.314579,78.567384,0.0,12.0,334.0,14.5,70.0,102.5,5.0,167.375,1.0,334.0,False,3.0
2.0,47.0,0.318,17.314579,78.567384,0.0,13.0,693.0,9.2,40.0,70.0,4.0,118.375,1.0,693.0,False,3.0
2.0,47.0,0.318,17.314579,78.567384,0.0,14.0,413.0,11.9,47.0,102.5,3.5,156.0,1.0,413.0,False,3.0
2.0,47.0,0.318,17.314579,78.567384,0.0,15.0,675.0,14.7,80.0,76.0,3.5,161.0,1.0,675.0,False,3.0
2.0,47.0,0.318,17.314579,78.567384,0.0,16.0,304.0,20.5,49.0,102.5,6.0,167.375,0.0,304.0,False,3.0
2.0,47.0,0.318,17.314579,78.567384,0.0,17.0,686.0,9.1,43.0,89.0,7.0,139.0,2.5,686.0,False,3.0
2.0,47.0,0.318,17.314579,78.567384,0.0,18.0,843.0,15.9,70.0,102.5,7.0,167.375,1.0,843.0,False,3.0
2.0,47.0,0.318,17.314579,78.567384,0.0,19.0,750.0,5.0,80.0,50.5,6.0,130.0,2.0,750.0,False,3.0
2.0,47.0,0.318,17.314579,78.567384,0.0,20.0,694.0,5.0,71.0,73.0,7.5,153.0,2.0,694.0,False,3.0
2.0,47.0,0.318,17.314579,78.567384,0.0,21.0,578.0,5.0,60.0,77.0,6.0,143.0,1.0,578.0,False,3.0
2.0,47.0,0.318,17.314579,78.567384,0.0,22.0,387.0,23.6,51.0,102.5,7.0,167.375,1.0,387.0,False,3.0
2.0,47.0,0.318,17.314579,78.567384,0.0,23.0,707.0,10.6,57.0,102.5,7.0,167.375,1.0,707.0,False,3.0
2.0,51.0,0.146,17.395129,78.272288,1.0,0.0,356.0,18.0,40.0,70.0,7.5,118.375,1.0,356.0,False,3.0
2.0,51.0,0.146,17.395129,78.272288,1.0,1.0,200.0,19.5,67.0,102.5,7.5,167.375,2.0,200.0,False,3.0
2.0,51.0,0.146,17.395129,78.272288,1.0,2.0,347.0,14.1,50.0,102.5,7.5,167.375,0.0,347.0,False,3.0
2.0,51.0,0.146,17.395129,78.272288,1.0,3.0,529.0,11.9,67.0,61.0,7.5,138.0,1.0,529.0,False,3.0
2.0,51.0,0.146,17.395129,78.272288,1.0,4.0,632.0,15.6,40.0,63.0,7.5,125.0,1.0,632.0,False,3.0
2.0,51.0,0.146,17.395129,78.272288,1.0,5.0,490.0,28.2,69.0,76.0,7.0,152.0,0.0,490.0,False,3.0
2.0,51.0,0.146,17.395129,78.272288,1.0,6.0,351.0,23.6,64.0,59.0,3.5,126.0,2.5,351.0,False,3.0
2.0,51.0,0.146,17.395129,78.272288,1.0,7.0,419.0,21.4,55.0,64.0,7.5,126.0,0.0,419.0,False,3.0
2.0,51.0,0.146,17.395129,78.272288,1.0,8.0,1097.0,14.5,40.0,85.0,6.0,130.0,0.0,1097.0,False,3.0
2.0,51.0,0.146,17.395129,78.272288,1.0,9.0,541.0,10.6,40.0,102.5,7.0,156.0,0.0,541.0,False,3.0
2.0,51.0,0.146,17.395129,78.272288,1.0,10.0,437.0,30.5,47.0,79.0,6.0,132.0,0.0,437.0,False,3.0
2.0,51.0,0.146,17.395129,78.272288,1.0,11.0,705.0,23.6,60.0,77.0,6.0,143.0,1.0,705.0,False,3.0
2.0,51.0,0.146,17.395129,78.272288,1.0,12.0,348.0,19.8,80.0,84.0,7.0,167.375,1.0,348.0,False,3.0
2.0,51.0,0.146,17.395129,78.272288,1.0,13.0,377.0,23.6,57.0,61.0,3.5,121.0,2.0,377.0,False,3.0
2.0,51.0,0.146,17.395129,78.272288,1.0,14.0,351.0,18.4,80.0,65.0,3.5,151.0,2.5,351.0,False,3.0
2.0,51.0,0.146,17.395129,78.272288,1.0,15.0,517.0,13.9,62.0,102.5,6.0,167.375,1.0,517.0,False,3.0
2.0,51.0,0.146,17.395129,78.272288,1.0,16.0,232.0,33.7,60.0,77.0,6.0,143.0,1.0,232.0,False,3.0
2.0,51.0,0.146,17.395129,78.272288,1.0,17.0,1630.0,5.0,60.0,77.0,3.5,140.0,2.5,1630.0,False,3.0
2.0,51.0,0.146,17.395129,78.272288,1.0,18.0,781.0,25.0,80.0,95.0,6.0,167.375,1.0,781.0,False,3.0
2.0,51.0,0.146,17.395129,78.272288,1.0,19.0,530.0,15.7,40.0,82.0,6.0,125.0,1.0,530.0,False,3.0
2.0,51.0,0.146,17.395129,78.272288,1.0,20.0,1264.0,14.6,40.0,63.0,7.5,118.375,0.0,1264.0,False,3.0
2.0,51.0,0.146,17.395129,78.272288,1.0,21.0,1462.0,6.6,70.0,102.5,7.5,167.375,1.0,1462.0,False,3.0
2.0,51.0,0.146,17.395129,78.272288,1.0,22.0,692.0,16.5,40.0,50.5,6.0,118.375,2.0,692.0,True,6.0
2.0,51.0,0.146,17.395129,78.272288,1.0,23.0,246.0,26.2,80.0,82.0,6.0,167.375,1.0,246.0,False,3.0
2.0,51.0,0.146,17.395129,78.272288,2.0,0.0,965.0,9.4,78.0,97.0,4.0,167.375,2.5,965.0,False,3.0
2.0,51.0,0.146,17.395129,78.272288,2.0,1.0,549.0,20.9,52.0,50.5,3.5,118.375,1.0,549.0,False,3.0
2.0,51.0,0.146,17.395129,78.272288,2.0,2.0,764.0,16.6,80.0,101.0,7.5,167.375,1.0,764.0,False,3.0
2.0,51.0,0.146,17.395129,78.272288,2.0,3.0,513.0,13.4,71.0,100.0,6.0,167.375,1.0,513.0,False,3.0
2.0,51.0,0.146,17.395129,78.272288,2.0,4.0,479.0,10.3,40.0,50.5,7.5,118.375,1.0,479.0,False,3.0
2.0,51.0,0.146,17.395129,78.272288,2.0,5.0,927.0,15.3,57.0,50.5,7.0,118.375,1.0,927.0,False,3.0
2.0,51.0,0.146,17.395129,78.272288,2.0,6.0,733.0,10.0,64.0,102.5,5.0,167.375,1.0,733.0,False,3.0
2.0,51.0,0.146,17.395129,78.272288,2.0,7.0,391.0,34.0,80.0,102.5,7.0,167.375,0.0,391.0,False,3.0
2.0,51.0,0.146,17.395129,78.272288,2.0,8.0,662.0,17.3,61.0,102.5,3.5,167.375,1.0,662.0,False,3.0
